table,domain,category,tenant_model,hospital_id,primary_key,fk_count,policy_count,app_file_refs,app_ops,design_provenance,ai_duplication_risk,ai_drift_risk,security_risk,data_integrity_risk,performance_risk,final_verdict,confidence,evidence
lab_samples,Laboratory,CORE ENTITY,DIRECT hospital_id,YES,id,6,2,9,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260322152823_f84fbe7f-6343-4e60-a633-545f2a8e1693.sql ; 20260510000001_enable_rls_missing_tables.sql
lab_test_group_items,Laboratory,JUNCTION,DERIVED via lab_test_groups/lab_test_master,NO,id,2,1,4,INSERT|DELETE|READ,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260903000002_lab_test_groups.sql ; 20260903000002_lab_test_groups.sql
lab_test_groups,Laboratory,CORE ENTITY,DIRECT hospital_id,YES,id,1,1,9,READ|UPDATE|INSERT|DELETE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260903000002_lab_test_groups.sql ; 20260903000002_lab_test_groups.sql
lab_test_master,Laboratory,REFERENCE,DIRECT hospital_id,YES,id,1,2,26,READ|INSERT|UPDATE|DELETE,EVOLVED DESIGN,LOW,LOW,LOW,MEDIUM,LOW,KEEP,MEDIUM,20260322152823_f84fbe7f-6343-4e60-a633-545f2a8e1693.sql ; 20260406173423_b1693e94-88a7-4f87-a070-8ef0235fcf31.sql
leakage_reports,Other,CORE ENTITY,DIRECT hospital_id,YES,id,1,2,4,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260518000008_leakage_reports.sql ; 20260518000008_leakage_reports.sql
leave_balance,HR,CORE ENTITY,DIRECT hospital_id,YES,id,2,4,3,READ|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260324074230_097bd97d-916e-4031-a3c9-67a2d3091c64.sql ; 20260518000006_rls_missing_tables.sql
leave_requests,HR,CORE ENTITY,DIRECT hospital_id,YES,id,3,4,4,READ|UPDATE|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260324074230_097bd97d-916e-4031-a3c9-67a2d3091c64.sql ; 20260518000006_rls_missing_tables.sql
lifecycle_nudge_actions,Other,CORE ENTITY,hospital_id present but UNUSED by RLS,YES,id,1,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,HIGH,LOW,LOW,KEEP + MODIFY (tenant guard),HIGH,20261008000115_lifecycle_nudge_actions.sql ; 20261008000115_lifecycle_nudge_actions.sql
linen_records,Housekeeping,CORE ENTITY,DIRECT hospital_id,YES,id,2,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260329083647_16e8bea8-2bbf-46b2-a723-b77c856c4480.sql ; 20260329083647_16e8bea8-2bbf-46b2-a723-b77c856c4480.sql
lms_certificates,LMS,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260329090242_b1b84c3e-c692-43ac-a7b1-80a106530a6c.sql ; 20260329090242_b1b84c3e-c692-43ac-a7b1-80a106530a6c.sql
lms_courses,LMS,CORE ENTITY,DIRECT hospital_id,YES,id,1,2,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260329090242_b1b84c3e-c692-43ac-a7b1-80a106530a6c.sql ; 20260329090242_b1b84c3e-c692-43ac-a7b1-80a106530a6c.sql
lms_enrollments,LMS,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,1,READ|UPDATE|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260329090242_b1b84c3e-c692-43ac-a7b1-80a106530a6c.sql ; 20260329090242_b1b84c3e-c692-43ac-a7b1-80a106530a6c.sql
lms_quiz_attempts,LMS,CORE ENTITY,DERIVED via lms_enrollments,NO,id,1,1,1,INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260329090242_b1b84c3e-c692-43ac-a7b1-80a106530a6c.sql ; 20260329090242_b1b84c3e-c692-43ac-a7b1-80a106530a6c.sql
lms_quiz_questions,LMS,CORE ENTITY,DERIVED via lms_courses,NO,id,1,2,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260329090242_b1b84c3e-c692-43ac-a7b1-80a106530a6c.sql ; 20260329090242_b1b84c3e-c692-43ac-a7b1-80a106530a6c.sql
mar_double_checks,Other,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,1,INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260509100009_nabh_high_alert_meds.sql ; 20260509100009_nabh_high_alert_meds.sql
mar_records,Other,CORE ENTITY,DIRECT hospital_id,YES,id,2,1,0,NONE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,"REVIEW (no app usage, no rows)",LOW,20260419075703_710bb3bf-2798-4594-9bfd-8630d46cbd10.sql ; 20260419075703_710bb3bf-2798-4594-9bfd-8630d46cbd10.sql
marketing_campaigns,Other,CORE ENTITY,DIRECT hospital_id,YES,id,2,1,1,INSERT|READ|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260329151449_d303bc0e-5b84-434f-97a1-0c8b4b6b10a2.sql ; 20260329151449_d303bc0e-5b84-434f-97a1-0c8b4b6b10a2.sql
mccd_certificates,Other,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260329153452_0dce536f-a0cb-4ae9-9af2-e7d3d5baee48.sql ; 20260329153452_0dce536f-a0cb-4ae9-9af2-e7d3d5baee48.sql
mci_events,Emergency,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,1,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260910000010_erp_mci_jci.sql ; 20260910000010_erp_mci_jci.sql
mci_triage_patients,Emergency,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260910000010_erp_mci_jci.sql ; 20260910000010_erp_mci_jci.sql
meal_deliveries,Dietetics,CORE ENTITY,DIRECT hospital_id,YES,id,5,1,1,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260329085231_c4f8855e-da57-4edf-8209-8111b6461103.sql ; 20260329085231_c4f8855e-da57-4edf-8209-8111b6461103.sql
med_admin_records,Other,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,0,NONE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,"REVIEW (no app usage, no rows)",LOW,20260908000003_nursing_kardex.sql ; 20260908000003_nursing_kardex.sql
med_reconciliation_events,Other,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260910000007_med_reconciliation.sql ; 20260910000007_med_reconciliation.sql
medical_gas_logs,Other,AUDIT,DIRECT hospital_id,YES,id,2,1,1,READ|INSERT|DELETE,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260601000001_nabh_gap_fill.sql ; 20260601000001_nabh_gap_fill.sql
medical_records,Other,CORE ENTITY,DIRECT hospital_id,YES,id,2,1,4,INSERT|READ,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260328092644_e20b425f-7b11-4901-833e-bae2cd5c4448.sql ; 20260328092644_e20b425f-7b11-4901-833e-bae2cd5c4448.sql
medication_adherence,Other,CORE ENTITY,DIRECT hospital_id,YES,id,1,2,0,NONE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,"REVIEW (no app usage, no rows)",LOW,20260521000004_chronic_disease.sql ; 20260521000004_chronic_disease.sql
mental_health_encounters,Other,CORE ENTITY,DIRECT hospital_id,YES,id,0,2,2,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260521000003_mental_health.sql ; 20260521000003_mental_health.sql
metrics_registry,Reporting,CORE ENTITY,GLOBAL / non-tenant,NO,id,0,2,0,NONE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20261008000122_metrics_registry.sql ; 20261008000122_metrics_registry.sql
migration_jobs,Other,INTEGRATION,DIRECT hospital_id,YES,id,2,1,2,INSERT|UPDATE|READ,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260329065515_98a53125-1943-4264-bf7f-d65d6939438e.sql ; 20260329065515_98a53125-1943-4264-bf7f-d65d6939438e.sql
migration_logs,Other,AUDIT,DIRECT hospital_id,YES,id,2,1,2,INSERT|UPDATE|READ,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260329065515_98a53125-1943-4264-bf7f-d65d6939438e.sql ; 20260329065515_98a53125-1943-4264-bf7f-d65d6939438e.sql
mlc_cases,Other,CORE ENTITY,DIRECT hospital_id,YES,id,5,1,3,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260908000002_mlc_cases.sql ; 20260908000002_mlc_cases.sql
mlc_records,Other,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,2,INSERT|READ|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260329153452_0dce536f-a0cb-4ae9-9af2-e7d3d5baee48.sql ; 20260329153452_0dce536f-a0cb-4ae9-9af2-e7d3d5baee48.sql
mortuary_admissions,Emergency,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,3,INSERT|READ|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260329153452_0dce536f-a0cb-4ae9-9af2-e7d3d5baee48.sql ; 20260329153452_0dce536f-a0cb-4ae9-9af2-e7d3d5baee48.sql
mrr_snapshots,Platform,HISTORY,hospital_id present but UNUSED by RLS,YES,id,2,1,1,INSERT,INTENTIONAL DESIGN,LOW,LOW,HIGH,LOW,MEDIUM,KEEP + MODIFY (tenant guard),HIGH,20261008000120_mrr_snapshots.sql ; 20261008000120_mrr_snapshots.sql
nabh_chapter_names,Quality/NABH,REFERENCE,GLOBAL / non-tenant,NO,chapter_code,0,1,1,READ,INTENTIONAL DESIGN,LOW,LOW,CRITICAL,LOW,LOW,KEEP + MODIFY (fix RLS),HIGH,20261011000010_quality_indicator_schema.sql ; 20261011000010_quality_indicator_schema.sql
nabh_criteria,Quality/NABH,CORE ENTITY,DIRECT hospital_id,YES,id,1,2,2,READ,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,LOW,KEEP,MEDIUM,20260324133145_ee0f767c-dfb1-49f0-acbb-d8ea9ea4a8ae.sql ; 20260324133145_ee0f767c-dfb1-49f0-acbb-d8ea9ea4a8ae.sql
nabh_evidence_items,Quality/NABH,JUNCTION,DIRECT hospital_id,YES,id,3,1,6,READ|INSERT|DELETE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260909000001_nabh_compliance_matrix.sql ; 20260909000001_nabh_compliance_matrix.sql
nabh_evidence_log,Quality/NABH,AUDIT,DIRECT hospital_id,YES,id,2,2,7,INSERT|READ,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261011000010_quality_indicator_schema.sql ; 20261011000010_quality_indicator_schema.sql
nabh_hospital_compliance,Quality/NABH,CORE ENTITY,DIRECT hospital_id,YES,id,4,2,7,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260909000001_nabh_compliance_matrix.sql ; 20260909000001_nabh_compliance_matrix.sql
nabh_standards,Quality/NABH,CORE ENTITY,GLOBAL / non-tenant,NO,id,0,1,4,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260909000001_nabh_compliance_matrix.sql ; 20260909000001_nabh_compliance_matrix.sql
ndps_pending_dispenses,Pharmacy,CORE ENTITY,DIRECT hospital_id,YES,id,4,2,1,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260518000009_ndps_dual_signoff.sql ; 20260518000009_ndps_dual_signoff.sql
ndps_register,Pharmacy,CORE ENTITY,DIRECT hospital_id,YES,id,6,6,5,READ|INSERT,PATCHED DESIGN (repeated policy rewrites),LOW,LOW,LOW,LOW,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260322164553_2b762a05-eb92-4336-b395-713f47d68f9c.sql ; 20260327053837_f51266ce-baf3-4070-a75e-a980a8197b9f.sql
neonatal_records,Other,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,2,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260328143309_2873fa52-f435-4186-ab79-89dcf13b19da.sql ; 20260510000001_enable_rls_missing_tables.sql
no_show_predictions,Other,CORE ENTITY,DIRECT hospital_id,YES,id,5,1,3,UPDATE|INSERT|READ,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260622000013_no_show_predictions.sql ; 20260622000013_no_show_predictions.sql
notification_log,Notifications,AUDIT,DIRECT hospital_id,YES,id,2,2,2,READ|INSERT,DUPLICATED DESIGN (multiple CREATE TABLE),HIGH,MEDIUM,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260607000001_fix_missing_tables.sql ; 20260607000001_fix_missing_tables.sql
notification_preferences,Notifications,CONFIGURATION,DIRECT hospital_id,YES,id,2,2,1,INSERT,DUPLICATED DESIGN (multiple CREATE TABLE),HIGH,MEDIUM,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260607000001_fix_missing_tables.sql ; 20260607000001_fix_missing_tables.sql
notification_queue,Notifications,INTEGRATION,DIRECT hospital_id,YES,id,1,1,1,READ|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260622000011_add_notification_queue.sql ; 20260622000011_add_notification_queue.sql
nps_responses,Other,CORE ENTITY,DIRECT hospital_id,YES,id,2,1,2,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260910000011_phase4_research_nps_chain.sql ; 20260910000011_phase4_research_nps_chain.sql
nps_surveys,Other,CORE ENTITY,DIRECT hospital_id,YES,id,2,1,2,READ|INSERT|DELETE|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260910000011_phase4_research_nps_chain.sql ; 20260910000011_phase4_research_nps_chain.sql
nursing_care_plans,Nursing,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,2,INSERT|READ|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260419075703_710bb3bf-2798-4594-9bfd-8630d46cbd10.sql ; 20260419075703_710bb3bf-2798-4594-9bfd-8630d46cbd10.sql
nursing_fluid_outputs,Nursing,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000008_nursing_fluid_outputs.sql ; 20261008000008_nursing_fluid_outputs.sql
nursing_handovers,Nursing,CORE ENTITY,DIRECT hospital_id,YES,id,4,2,1,INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260322102931_2c8fe209-2bc1-463e-88d2-9041f1c4edb7.sql ; 20260322102931_2c8fe209-2bc1-463e-88d2-9041f1c4edb7.sql
nursing_mar,Nursing,CORE ENTITY,DIRECT hospital_id,YES,id,5,2,8,READ|UPDATE|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260322102931_2c8fe209-2bc1-463e-88d2-9041f1c4edb7.sql ; 20260322102931_2c8fe209-2bc1-463e-88d2-9041f1c4edb7.sql
nursing_procedure_consumables,Nursing,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,1,INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000071_ward_consumption_stock_link.sql ; 20261008000071_ward_consumption_stock_link.sql
nursing_procedures,Nursing,CORE ENTITY,DIRECT hospital_id,YES,id,5,1,2,INSERT|READ|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260407104550_4e787ce1-8f7a-465b-8537-af93c0e0f551.sql ; 20260407104550_4e787ce1-8f7a-465b-8537-af93c0e0f551.sql
nursing_vitals,Nursing,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,11,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260908000003_nursing_kardex.sql ; 20260908000003_nursing_kardex.sql
nutrition_screenings,Dietetics,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260910000008_nutrition_wound_care.sql ; 20260910000008_nutrition_wound_care.sql
nutritional_screenings,Dietetics,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260329085231_c4f8855e-da57-4edf-8209-8111b6461103.sql ; 20260329085231_c4f8855e-da57-4edf-8209-8111b6461103.sql
oauth_provider_settings,Identity,CONFIGURATION,GLOBAL / non-tenant,NO,provider,0,1,2,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20261005000000_oauth_provider_settings.sql ; 20261005000000_oauth_provider_settings.sql
obstetric_records,Other,CORE ENTITY,DIRECT hospital_id,YES,id,2,3,5,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260328143309_2873fa52-f435-4186-ab79-89dcf13b19da.sql ; 20260518000006_rls_missing_tables.sql
occupational_health_records,Other,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,1,READ|INSERT|DELETE,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260601000001_nabh_gap_fill.sql ; 20260601000001_nabh_gap_fill.sql
onboarding_tasks,HR,CORE ENTITY,DIRECT hospital_id,YES,id,2,1,1,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000057_hr_recruitment.sql ; 20261008000057_hr_recruitment.sql
oncology_patients,IPD,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,3,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260328054628_52972efb-5442-46fd-a624-f86462360ec5.sql ; 20260328054628_52972efb-5442-46fd-a624-f86462360ec5.sql
online_reviews,Other,CORE ENTITY,DIRECT hospital_id,YES,id,2,1,2,INSERT|UPDATE|READ,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260329151449_d303bc0e-5b84-434f-97a1-0c8b4b6b10a2.sql ; 20260329151449_d303bc0e-5b84-434f-97a1-0c8b4b6b10a2.sql
opd_diagnoses,OPD,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,3,READ|INSERT|UPDATE|DELETE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260908000006_opd_diagnoses_revisit.sql ; 20260908000006_opd_diagnoses_revisit.sql
opd_encounters,OPD,CORE ENTITY,DIRECT hospital_id,YES,id,6,2,34,READ|INSERT|UPDATE,EVOLVED DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260322095145_2f127eea-e6c2-408b-b1ea-c30530c596b2.sql ; 20260322095145_2f127eea-e6c2-408b-b1ea-c30530c596b2.sql
opd_token_sequences,OPD,CONFIGURATION,hospital_id present but UNUSED by RLS,YES,hospital_id doctor_key prefix,1,1,0,NONE,INTENTIONAL DESIGN,LOW,LOW,CRITICAL,LOW,LOW,KEEP + MODIFY (fix RLS),HIGH,20261015000001_opd_token_sequence.sql ; 20261015000001_opd_token_sequence.sql
opd_tokens,OPD,CORE ENTITY,DIRECT hospital_id,YES,id,7,3,30,READ|UPDATE|INSERT|DELETE,PATCHED DESIGN (touched by many migrations),LOW,MEDIUM,LOW,LOW,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260322095145_2f127eea-e6c2-408b-b1ea-c30530c596b2.sql ; 20260322095145_2f127eea-e6c2-408b-b1ea-c30530c596b2.sql
opd_visits,OPD,CORE ENTITY,DIRECT hospital_id,YES,id,4,2,3,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260322092601_7a1cb821-2abc-479b-8d2d-9d19a5740e0b.sql ; 20260322092601_7a1cb821-2abc-479b-8d2d-9d19a5740e0b.sql
ophthalmology_records,Other,CORE ENTITY,DIRECT hospital_id,YES,id,2,1,1,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260328143309_2873fa52-f435-4186-ab79-89dcf13b19da.sql ; 20260510000001_enable_rls_missing_tables.sql
organ_donations,Other,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260329153452_0dce536f-a0cb-4ae9-9af2-e7d3d5baee48.sql ; 20260329153452_0dce536f-a0cb-4ae9-9af2-e7d3d5baee48.sql
ot_checklist_custom_items,OT,JUNCTION,DIRECT hospital_id,YES,id,1,2,2,READ|INSERT|DELETE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20261008000024_ot_stub_ui_fixes.sql ; 20261008000024_ot_stub_ui_fixes.sql
ot_checklists,OT,CORE ENTITY,DIRECT hospital_id,YES,id,2,2,3,INSERT|READ|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260322135207_74496eb8-ebb4-41cf-8878-fafb4fc55ec2.sql ; 20260322135207_74496eb8-ebb4-41cf-8878-fafb4fc55ec2.sql
ot_consumables,OT,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,1,READ|INSERT|DELETE|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260908000009_ot_implants_pac.sql ; 20260908000009_ot_implants_pac.sql
ot_equipment_checklist,OT,CORE ENTITY,DIRECT hospital_id,YES,id,2,2,1,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000024_ot_stub_ui_fixes.sql ; 20261008000024_ot_stub_ui_fixes.sql
ot_implants,OT,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,5,READ|INSERT|DELETE|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260908000009_ot_implants_pac.sql ; 20260908000009_ot_implants_pac.sql
ot_instrument_counts,OT,CORE ENTITY,DIRECT hospital_id,YES,id,2,2,1,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000023_ot_instrument_counts.sql ; 20261008000023_ot_instrument_counts.sql
ot_rooms,OT,CORE ENTITY,DIRECT hospital_id,YES,id,1,2,3,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260322135207_74496eb8-ebb4-41cf-8878-fafb4fc55ec2.sql ; 20260322135207_74496eb8-ebb4-41cf-8878-fafb4fc55ec2.sql
ot_schedules,OT,CORE ENTITY,DIRECT hospital_id,YES,id,10,3,29,READ|INSERT|UPDATE,PATCHED DESIGN (touched by many migrations),LOW,MEDIUM,LOW,LOW,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260322135207_74496eb8-ebb4-41cf-8878-fafb4fc55ec2.sql ; 20260322135207_74496eb8-ebb4-41cf-8878-fafb4fc55ec2.sql
ot_team_members,OT,JUNCTION,DERIVED via ot_schedules,NO,id,1,2,1,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260322135207_74496eb8-ebb4-41cf-8878-fafb4fc55ec2.sql ; 20260322135207_74496eb8-ebb4-41cf-8878-fafb4fc55ec2.sql
outcome_scores,Other,REPORTING,DIRECT hospital_id,YES,id,4,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260329152758_bd6673df-fdba-4c2a-9ede-4f52db1a0c84.sql ; 20260329152758_bd6673df-fdba-4c2a-9ede-4f52db1a0c84.sql
overtime_requests,Other,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,2,READ|UPDATE|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000061_hr_attendance_ot_requests.sql ; 20261008000061_hr_attendance_ot_requests.sql
package_bookings,Billing,CORE ENTITY,DIRECT hospital_id,YES,id,6,4,8,INSERT|UPDATE|READ,DUPLICATED DESIGN (multiple CREATE TABLE),HIGH,MEDIUM,LOW,MEDIUM,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260330085957_54b90582-7f75-4fcc-be1f-5e5d5aaf3d7a.sql ; 20260330085957_54b90582-7f75-4fcc-be1f-5e5d5aaf3d7a.sql
package_extras,Billing,CORE ENTITY,DIRECT hospital_id,YES,id,3,2,1,READ,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260518000005_package_billing_guard.sql ; 20260518000005_package_billing_guard.sql
package_inclusions,Billing,CORE ENTITY,DIRECT hospital_id,YES,id,3,2,1,READ,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260518000005_package_billing_guard.sql ; 20260518000005_package_billing_guard.sql
package_station_logs,Billing,AUDIT,DIRECT hospital_id,YES,id,3,1,0,NONE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,"REVIEW (no app usage, no rows)",LOW,20260901000006_add_health_packages_tables.sql ; 20260901000006_add_health_packages_tables.sql
