object,exists_live,app_ops,app_file_count,app_files_sample,probable_intended_target,finding,severity
staff_salary_assignments,TABLE,READ|INSERT|UPDATE,2,src/components/hr/PayrollRunTab.tsx ; src/components/hr/SalaryStructureSetup.tsx,,ok,OK
staff_training_records,TABLE,READ|INSERT|DELETE,5,src/components/hr/BurnoutRiskTab.tsx ; src/components/hr/HRReportsTab.tsx ; src/components/hr/TrainingCMETab.tsx ; src/components/hr/TrainingComplianceTab.tsx,,ok,OK
staffing_alerts,TABLE,READ|UPDATE|INSERT,2,src/components/nursing/AcuityDashboard.tsx ; src/lib/acuityStaffing.ts,,ok,OK
sterilization_cycles,TABLE,READ|INSERT|UPDATE,3,src/components/cssd/CSSDLogsTab.tsx ; src/components/cssd/SterilizeTab.tsx ; src/pages/cssd/CSSDPage.tsx,,ok,OK
stimulation_monitoring,TABLE,READ|INSERT,2,src/components/ivf/StimulationTab.tsx ; src/pages/ivf/IVFPage.tsx,,ok,OK
stock_count_items,TABLE,READ|INSERT|UPDATE,1,src/components/inventory/StockCountPanel.tsx,,ok,OK
stock_counts,TABLE,READ|INSERT|UPDATE,1,src/components/inventory/StockCountPanel.tsx,,ok,OK
stock_reorder_triggers,TABLE,READ|UPDATE|INSERT,1,src/components/pharmacy/ReorderDashboard.tsx,,ok,OK
stock_transactions,TABLE,INSERT|READ,6,src/components/inventory/GRNPanel.tsx ; src/components/inventory/ReportsPanel.tsx ; src/components/inventory/StockAdjustmentModal.tsx ; src/components/inventory/StockCountPanel.tsx,,ok,OK
store_indent_items,TABLE,INSERT|READ|UPDATE,3,src/components/inventory/RaiseIndentModal.tsx ; src/components/inventory/StoreIndentDetailModal.tsx ; src/components/inventory/StoreStockView.tsx,,ok,OK
store_indents,TABLE,READ|INSERT|UPDATE,4,src/components/inventory/RaiseIndentModal.tsx ; src/components/inventory/StoreIndentDetailModal.tsx ; src/components/inventory/StoreStockView.tsx ; src/components/inventory/WardStorePanel.tsx,,ok,OK
store_locations,TABLE,READ|INSERT|UPDATE|DELETE,7,src/components/inventory/RaiseIndentModal.tsx ; src/components/inventory/StockCountPanel.tsx ; src/components/inventory/StoreLocationsSettings.tsx ; src/components/inventory/WardStorePanel.tsx,,ok,OK
store_stock,TABLE,READ|INSERT|UPDATE,4,src/components/inventory/ConsolidatedStockPanel.tsx ; src/components/inventory/StockCountPanel.tsx ; src/components/inventory/StoreStockView.tsx ; src/lib/storeStock.ts,,ok,OK
store_stock_movements,TABLE,READ|INSERT,4,src/components/inventory/InventoryMISPanel.tsx ; src/components/inventory/StockCountPanel.tsx ; src/components/inventory/StoreIndentDetailModal.tsx ; src/components/pharmacy/StoreTransferModal.tsx,,ok,OK
subscription_events,TABLE,INSERT|READ|UPDATE,5,supabase/functions/change-subscription-plan/index.ts ; supabase/functions/generate-invoice/index.ts ; supabase/functions/razorpay-subscription-webhook/index.ts ; supabase/functions/register-hospital/index.ts,,ok,OK
subscription_invoices,TABLE,READ|INSERT|UPDATE,7,src/components/billing/PaymentHistoryTable.tsx ; src/pages/platform/RevenueDashboardPage.tsx ; src/pages/settings/SettingsPlanPage.tsx ; supabase/functions/generate-invoice/index.ts,,ok,OK
subscription_plans,TABLE,READ|INSERT|UPDATE,13,src/components/subscription/UpgradeDialog.tsx ; src/hooks/useSubscriptionConfig.ts ; src/pages/platform/HospitalDetailPage.tsx ; src/pages/platform/PlansManagerPage.tsx,,ok,OK
system_config,TABLE,READ|UPDATE|INSERT,1,src/pages/admin/GoLiveChecklistPage.tsx,,ok,OK
tally_export_log,TABLE,READ|INSERT,2,src/components/accounts/ReportsTab.tsx ; supabase/functions/email-tally-xml/index.ts,,ok,OK
tally_ledger_mapping,TABLE,READ|INSERT,3,src/components/accounts/ReportsTab.tsx ; src/pages/settings/IntegrationsHubPage.tsx ; e2e/phase-02-settings/P2I.integrations.spec.ts,,ok,OK
tds_sections,TABLE,READ|UPDATE,2,src/components/inventory/PurchaseOrdersPanel.tsx ; src/components/inventory/VendorsPanel.tsx,,ok,OK
teleconsult_sessions,TABLE,READ|INSERT|UPDATE,7,src/components/telemedicine/ScheduleTeleconsultModal.tsx ; src/pages/portal/PortalAppointments.tsx ; src/pages/portal/PortalDashboard.tsx ; src/pages/portal/PortalTeleconsultPage.tsx,,ok,OK
therapy_plans,TABLE,READ|INSERT|UPDATE,1,src/components/mental-health/MHTherapyTab.tsx,,ok,OK
therapy_sessions,TABLE,READ|INSERT|UPDATE,1,src/components/mental-health/MHTherapyTab.tsx,,ok,OK
toxicity_events,TABLE,READ|INSERT,1,src/components/oncology/OncologyReportsTab.tsx,,ok,OK
tpa_config,TABLE,READ|INSERT|UPDATE,7,src/components/billing/tabs/InsuranceTab.tsx ; src/components/insurance/ActiveAdmissions.tsx ; src/components/insurance/DocumentChecklist.tsx ; src/components/insurance/PreAuthQualityGate.tsx,,ok,OK
tpa_dispute_communications,TABLE,READ|INSERT,1,src/components/insurance/TpaDisputePanel.tsx,,ok,OK
tpa_disputes,TABLE,READ|INSERT|UPDATE,2,src/components/insurance/TpaDisputePanel.tsx ; supabase/functions/hcx-callback-receiver/index.ts,,ok,OK
tpa_queries,TABLE,READ|UPDATE|INSERT,3,src/components/insurance/TPAQueriesTab.tsx ; src/components/insurance/TPAQueryManager.tsx ; supabase/functions/insurance-daily-alerts/index.ts,,ok,OK
translate_pricing,TABLE,READ,1,supabase/functions/_shared/translate-text.ts,,ok,OK
tv_display_settings,TABLE,READ|INSERT|UPDATE,3,src/pages/settings/SettingsTVDisplayPage.tsx ; src/pages/tv/AdvancedQueueDisplayPage.tsx ; e2e/phase-02-settings/P2H.communications.spec.ts,,ok,OK
user_permission_overrides,TABLE,READ|INSERT|DELETE,2,src/components/settings/StaffAccessPanel.tsx ; src/contexts/HospitalContext.tsx,,ok,OK
user_tour_progress,TABLE,READ|INSERT,2,src/components/onboarding/OnboardingTour.tsx ; src/pages/platform/CustomerSuccessPage.tsx,,ok,OK
user_trusted_devices,TABLE,INSERT|READ|DELETE,2,src/components/auth/MFAVerifyModal.tsx ; src/pages/settings/SettingsProfilePage.tsx,,ok,OK
users,TABLE,READ|INSERT|UPDATE|DELETE,297,src/components/accounts/JournalTab.tsx ; src/components/accounts/PostingFailuresCard.tsx ; src/components/analytics/AIDigestTab.tsx ; src/components/analytics/CustomReportBuilder.tsx,,ok,OK
vaccination_due,TABLE,READ|INSERT|UPDATE,4,src/components/vaccination/DueListTab.tsx ; src/components/vaccination/PatientCardTab.tsx ; src/components/vaccination/RecordVaccineTab.tsx ; src/pages/vaccination/VaccinationPage.tsx,,ok,OK
vaccination_records,TABLE,READ|INSERT,6,src/components/vaccination/AEFIReportingTab.tsx ; src/components/vaccination/PatientCardTab.tsx ; src/components/vaccination/RecordVaccineTab.tsx ; src/pages/hmis/HMISPage.tsx,,ok,OK
vaccine_camps,TABLE,READ|INSERT,1,src/components/vaccination/CampsTab.tsx,,ok,OK
vaccine_master,TABLE,READ|INSERT|UPDATE|DELETE,4,src/components/vaccination/PatientCardTab.tsx ; src/components/vaccination/RecordVaccineTab.tsx ; src/components/vaccination/StockTab.tsx ; src/components/vaccination/VaccineCatalogueTab.tsx,,ok,OK
vaccine_stock,TABLE,READ|UPDATE|INSERT,3,src/components/inventory/ConsolidatedStockPanel.tsx ; src/components/vaccination/RecordVaccineTab.tsx ; src/components/vaccination/StockTab.tsx,,ok,OK
vendor_quotations,TABLE,READ|INSERT|UPDATE,1,src/components/inventory/RfqPanel.tsx,,ok,OK
vendor_rate_contracts,TABLE,READ|INSERT|UPDATE,3,src/components/inventory/PurchaseOrdersPanel.tsx ; src/components/inventory/VendorsPanel.tsx ; src/pages/inventory/ProcurementRecommendationsPage.tsx,,ok,OK
vendors,TABLE,READ|UPDATE|INSERT,6,src/components/inventory/GRNPanel.tsx ; src/components/inventory/PurchaseOrdersPanel.tsx ; src/components/inventory/RfqPanel.tsx ; src/components/inventory/VendorsPanel.tsx,,ok,OK
ventilator_params,TABLE,READ|INSERT,1,src/pages/ipd/ICUWorkspacePage.tsx,,ok,OK
vial_wastage,TABLE,READ,1,src/components/oncology/OncologyReportsTab.tsx,,ok,OK
visitor_passes,TABLE,READ|INSERT|UPDATE,1,src/pages/pro/PROPage.tsx,,ok,OK
ward_acuity_snapshots,TABLE,READ|INSERT,2,src/components/nursing/AcuityDashboard.tsx ; src/lib/acuityStaffing.ts,,ok,OK
ward_round_notes,TABLE,READ|INSERT,7,src/components/ipd/IPDWorkspace.tsx ; src/components/ipd/tabs/IPDWardRoundTab.tsx ; src/components/patients/PatientPrintHubModal.tsx ; src/components/patients/PatientTimelineDrawer.tsx,,ok,OK
wards,TABLE,READ|UPDATE|INSERT|DELETE,40,src/components/analytics/DailyCensusSection.tsx ; src/components/dashboard/BedOccupancy.tsx ; src/components/dashboard/drilldowns/BedsDrillDown.tsx ; src/components/housekeeping/BMWEntryModal.tsx,,ok,OK
webhook_dlq,TABLE,INSERT|READ|UPDATE,3,supabase/functions/razorpay-subscription-webhook/index.ts ; supabase/functions/razorpay-webhook/index.ts ; supabase/functions/webhook-dlq-processor/index.ts,,ok,OK
webhook_endpoints,MISSING,READ|INSERT|DELETE,2,src/pages/settings/SettingsAPIPortalPage.tsx ; e2e/phase-02-settings/P2I.integrations.spec.ts,(none),CONTRACT VIOLATION - runtime error/silent failure,CRITICAL
whatsapp_bot_messages,TABLE,INSERT,1,supabase/functions/whatsapp-bot/index.ts,,ok,OK
whatsapp_bot_sessions,TABLE,READ|INSERT|UPDATE,1,supabase/functions/whatsapp-bot/index.ts,,ok,OK
whatsapp_connectors,TABLE,READ|UPDATE|INSERT,3,src/pages/settings/IntegrationsHubPage.tsx ; supabase/functions/send-whatsapp-test/index.ts ; e2e/phase-02-settings/P2I.integrations.spec.ts,,ok,OK
whatsapp_notifications,TABLE,READ|UPDATE|INSERT,6,src/components/layout/NotificationCentre.tsx ; src/lib/whatsapp-notifications.ts ; src/lib/whatsapp-send.ts ; src/pages/settings/SettingsWhatsAppPage.tsx,,ok,OK
whatsapp_templates,TABLE,READ|UPDATE|INSERT|DELETE,3,src/lib/whatsapp-send.ts ; src/pages/settings/SettingsWhatsAppPage.tsx ; e2e/phase-02-settings/P2H.communications.spec.ts,,ok,OK
wound_assessments,TABLE,READ|INSERT,1,src/components/ipd/tabs/WoundCareTab.tsx,,ok,OK
abdm_rate_limits,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
admission_sequences,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
ai_feature_classes,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
ai_provider_config,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
blood_antibody_screening,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
branches,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
chain_memberships,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
clinical_reference_sources,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
coding_audits,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
cold_storage_log,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
demand_forecasts,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
depreciation_postings,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
dialyzer_reuse,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
discount_approvals,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
embryology_records,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
hospital_chains,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
hospital_sequences,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
item_consumption_daily,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
mar_records,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
med_admin_records,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
medication_adherence,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
metrics_registry,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
opd_token_sequences,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
package_station_logs,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
partograph_records,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
patient_encounter_templates,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
patient_template_responses,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
pmjay_preauth_requests,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
razorpay_plan_registry,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
tds_annual_summary,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
transfusion_reactions,TABLE,NONE,0,,,live table never referenced by application code,REVIEW
rpc:enum_values_app_role,MISSING FUNCTION,RPC,1,e2e/phase-01-foundation/P1D.staff-logins.spec.ts,,RPC called but no such function in pg_proc,HIGH
rpc:get_next_journal_number,MISSING FUNCTION,RPC,2,src/components/hr/OffboardingTab.tsx ; src/components/hr/PayrollTab.tsx,,RPC called but no such function in pg_proc,HIGH
rpc:grant_credits,MISSING FUNCTION,RPC,2,src/pages/platform/HospitalDetailPage.tsx ; src/pages/settings/SettingsPlanPage.tsx,,RPC called but no such function in pg_proc,HIGH
rpc:increment_discount_used_count,MISSING FUNCTION,RPC,1,supabase/functions/razorpay-subscription-webhook/index.ts,,RPC called but no such function in pg_proc,HIGH
rpc:increment_query_count,MISSING FUNCTION,RPC,1,src/components/insurance/TPAQueryManager.tsx,,RPC called but no such function in pg_proc,HIGH
rpc:recalculate_bill_totals,MISSING FUNCTION,RPC,1,src/lib/billTotals.ts,,RPC called but no such function in pg_proc,HIGH
